text	sentiment
Primera vez que viajo con username y menos la loteria que no me tocó 😂😂😂 todo lo demás ha estado genial.	P
Hola username ya os podéis pronunciar sobre la huelga de username en barcelona? Viajo el 24 a marsella y tengo que m...  url	N
username Devuélveme el dinero Ryanair  url	N
username Gracias! En nada nos vamos	P
La putisima madre Iberia	P
Ryanair no contrata pilotos	N
username Plaza de Espana in Seville	N
username Extravío cochecito bebé vuelo Madrid-BsAs	N
username no soporto a iberia	N
username he perdido el localizador d mi vuelo y tampoco tengo el mail. Como puedo recuperarlo ?	NEU
El Premio Mejor Aerolínea en rutas nacionales es para... ¡username!	P
username Al fin	N
También pregunté en un sitio si esa cola era ryanair y una persona me dijo que no entendía mi idioma	N
username hola	NEU
Descubre Shanghai	P
username No worries	P
-Paga 20€ por un billete y pretende tener un palacio por asiento.	N
username username Indignante que tengan a 3 personas para toda la cola que se está generando.	N
username username Vale	N
PrimeraB Final primer tiempo	NEU
Las 'low cost' Ryanair y Vueling	N
username FAVOR COMPARTIR. QUE PASA CON IBERIA QUE COBRAN INSTANTANEAMENTE LAS VENTAS PERO CUANDO TIENEN QUE DEVOLVER...  url	N
username En mi caso siempre miro en Vueling o Ryanair que son los que mejor precio me dan desde mi ciudad. Dep...  url	P
username username username username username username Sí	N
'Ryanair' bromea con el aeropuerto a nombre de CR7 ¿Homenaje o burla? 20m  url	N
Oye username cuantos rt a este twit para un vuelo de Bilbao a Barcelona para antes de Reyes?	NEU
Así fue el accidente del vuelo 5022 de Spanair	N
username username username username username username username username Es correcto Mizak	NEU
Hola en cuanto sales los boletos de Bogotá a Barcelona username	NEU
username username RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUIT...  url	N
username username Una amiga llamó al servicio clientes y le dicen desconvocada	N
Iberia inaugura la remodelación de la Sala Vip Velázquez en la T4 de Madrid  url  url	P
Comprar dos billetes juntos	N
Se acabaron los dos bultos en cabina: Ryanair cambia su política de equipajes  url Informa DavidJusto_	NEU
Resulta que una va a casa por Navidad y se reserva un vuelo de vuelta en username con una escala larga para no andar corriendo y con agobios.	NEU
username Muchas gracias	P
username Hola! Sí	N
username Hola Iberia 👏🏻👏🏻👏🏻 a días de cumplir 90 años de su primer ✈️😍	NEU
username Cofu ☀️🛫🏝TravelThursday	P
Además de ineptos sois unos cínicos e impresentables! username  Me dijisteis que hoy llega mi bici y mi maleta y nad...  url	NEU
Documental sobre el accidente de Spanair del 20 de agosto de 2008 ✈️	NEU
username Vamos con Iberia	N
username xa q la gente sepaTuve 1problema al reservar 1vuelo	N
username username Pero sois idotas todos o que os pasa? username username username	NEU
username estrena en 2018 vuelos a San Francisco y Managua  url Iberia NuevosDestinos  url	P
Con username	P
username son una vergüenza	N
username gracias todo solucionado	P
RT RobertoHermida: UltimaLlamada_ Iberia Y los tiran y todo  url	N
username SHARE/RT IBERIA COBRAN INSTANTANEAMENTE LAS VENTAS PERO CUANDO TIENEN QUE DEVOLVER DINERO MAL COBRADO TARDA...  url	N
username me gustaría saber cuando voy a poder recuperar mi maleta. Gracias.	N
username username habiendo 6 cintas en la sala 11 de Barajas	N
username siempre puedes pagar 100 euros más y viajar en Iberia xD	NEU
username Gran Canaria’s TravelThursday	NEU
username username Buenas	N
username Ya veras qué risas cuando cojas el ryanair a Roma y te pidan el Dni	NEU
Descubre Shanghai	NEU
username Hola! Estoy intentando acceder a vuestra web con el ordenador	NEU
username Una alegría tremenda. Siento una gran emoción y un escalofrío me recorre el cuerpo. Tranquilos	NEU
Vuela a Madrid desde Caracas com IBERIA ida y vuelta tarifa desde  30.000 .000 Bs F contacto Lic. Dennis Martínez 0...  url	NEU
username hola	N
username username username RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODA...  url	N
username username username we need you now more than ever. Instead of protesting why not better your serv...  url	N
Sin dudarlo	P
Ryanair cobra una pasta por corregir erratas en los billetes de avión. No hay derecho. ¡Con lo poco que cobramos lo...  url	N
Q embusteros ... Iberia te luces cada vez más  url	N
Gracias a Ryanair por hacer que este día sea aún más largo 👍	N
username username Si pudierais estudiar cómo mejorar la integración	N
username algo que decir al respecto? Todavía espero que me respondan... Puedo devolver mis billetes por motivo de la...  url	N
Llego del vuelo de Iberia de Almería a Madrid. Voy a hacer el check in para Bs As por Iberia. Le entrego documentac...  url	N
username Muchas gracias	P
Las víctimas reclaman en la Audiencia Nacional desclasificar los papeles del accidente de Spanair...  url	NEU
Esta es la nuestra username  url	NEU
Ryanair reconocerá a los sindicatos de pilotos para evitar un colapso de sus operaciones en Navidad...  url	P
username username Si 	P
Iberia Express celebra su quinto aniversario con una oferta de 5.000 plazas a 5 euros  url	NEU
Hoy firmamos la renovación del convenio de la username con username	NEU
Estos son los requisitos básicos exigidos por la aerolínea Iberia para su tripulación de cabina:  url	NEU
Así fue el accidente del vuelo 5022 de Spanair	N
username username Ni en pedo usaría AR para viajar y después comerme un paro que me cague la vida? Mejor vuelo con Iberia	N
username username Un invitado de lujo!Excelente entrevista con gran señor.Saludos  desde Saltillo Karla Iberia😊	N
Só vendo... Ryanair agrees to recognise pilot unions  url via username	N
Y aterrizó Iberia. 🔥🚒🚑✈	P
Iberia y Air Europa lanzan sus rebajas con vuelos a Europa desde 29 euros  url via username	P
Lufthansa arrebata a Ryanair el liderazgo en pasajeros en Europa  url informa yovannablanco  url	N
username username username username Creo q igual ryanair por ahorrarse dinero en un piloto te dejaría pilotar 😂😂	N
username username ¡200 euros ida y vuelta	P
Los pilotos de Ryanair desconvocan la huelga en Navidad tras el giro negociador de la ‘low cost’  url vía username	P
Así fue el accidente del vuelo 5022 de Spanair	NEU
username mi maleta se ha perdido en Madrid camino de Santiago y no tengo ninguna información y no me dais ninguna información	N
Lafayette	NEU
Me gustó un video de username  url Karla Iberia Sánchez 3.6 Reportaje - Familia Mexicana en China	P
username username   Before flying BA/IBERIA ... RT/SHARE: POR FAVOR: PASAJEROS QUE IBERIA LES DEMOR...  url	N
Marca de bajo costo de Iberia tiene en la mira a Colombia  url	NEU
Debute la nueva Premium economy de Iberia ya que costaba igual que turista. Asientos cómodos	P
username tengo mi equipaje perdido desde hace 27 dias y sigo sin noticias	N
username Adonde? Quién se lo dio? IBERIA	NEU
Adoro los buenos deseos de Ryanair. Siempre otra!!! Despegamos 🛫  url	P
username HolaArgentina  seré el ganador username  me tengo una fe bárbara!!	P
username jajajajaja ojala	N
username No consigo cambiar el menú de mi reserva	N
username Alicante TravelThursday	N
Samsung e Iberia sorprenden a los viajeros de un vuelo de Madrid a La Coruña con un «regalazo»  url vía username	P
Con username	N
username correcto username	P
username Fuerteventura 😍 TravelThursday	N
Nosotros a la vuelta de Franfu	NEU
username A partir de las primeras 24 horas?! Desde luego	N
username Nos vamos a Santander(SDR) con esta bestia el Airbus A330-200.  url	NEU
17 euros Valencia-Budapest username  url vía username	NEU
El director de RRHH de LG Iberia afirma que cuidar el bienestar de los empleados es una inversión vía username...  url	N
Marketing Publicidad MrketingDigital redaccion“Nos hemos basado en la emotividad de su contenido”	NEU
username username username Pues a mí username no me coge el teléfono	N
Ryanair al fin contesta reclamación por cancelación 18h antes de volar y deniega compensar alegando huelga de controladores franceses.	N
También pasa en Europa.  url	N
username username username Os esperamos allí 😉😊	NEU
Por favor Ryanair que si me quedo en esta casa me va a dar un telele déjame irme antes.	N
username username manga de gallegos	N
Acabo de descubrir que el piloto crack de Iberia que me llevó de Madrid a Venecia el 1 de mayo del año pasado se l...  url	P
username username username username El business de Iberia Express no puede ser más Hacend...  url	N
username username gracias	NEU
username ¿De cuánto tiempo es el retraso del vuelo IB0519 que debía salir a las 9:20h? Transparencia y claridad por favor cc username	N
username Contar historias en un Iberia	NEU
username username de españa no? Es la causa?	NEU
Ryanair se enfrenta mañana en Alemania a la primera huega de pilotos de su hist...  url via username	N
username lo vuelve a hacer. Tener q retirar las maletas y volver facturar aunq tengas varios vuelos con ellos. Pierd...  url	N
username username username Unos ponen villancicos	N
Cuando facturas con tiempo pero username juega con tus pertenencias. No tengo nada que usar y ustedes no dan la cara.  url	N
Gracias por la concurso HolaEuropa username 🛫	P
username username username username username username username username username...  url	P
Ryanair como siempre a la vanguardia.  url	NEU
Palermo	NEU
Me voy de viaje con username gracias a HolaEuropa!!!  url	P
Ya en España!!! Pero he perdido el avión a Mallorca y me toca esperar 3 horas al próximo. Sin embargo	P
username Y me quieren cobrar tres o cuatro veces el valor del ticket. Eso lo tienen que avisar cuando compras. Yo lo...  url	N
username A ver	N
Hoy tuve mi octavo y último vuelo con Ryanair 	N
username Estimados. La línea no me dio oportunidad de irme del Estado de la Florida con antelación al Huracán Irma....  url	N
FOTO AEROPUERTO EZEIZA ARGENTINA FOTO AVION AIRBUS A 320 DE IBERIA VUELO A MADRID ESPANA  url	NEU
username pésima atención del call center	N
Futsal Maxorata vs Higuerita Iberia Toscal B	NEU
Curioso...la polémica de los pilotos ha servido para que vuelva la política de precios con la que eliminaron a la c...  url	N
username username username username username username username username username...  url	N
username username Y os lo creéis? Es patético! username username	N
Ryanair está regalando 2 billetes gratis a todo el mundo después de la cancelación de más de 2000 vuelos.  url	P
Ryanair contraataca a Iberia Express y ofrece 100.000 asientos baratos después de la promoción de vuelos a 5€...  url	P
Volviendo a casa después de un fin de semana perfecto 💙✈️	P
Cristo de Fátima europa europe iberia iberico portugal portuguese portugues gorpman...  url	NEU
ryanair ha sacado vuelos a 5 euros	P
Línea Directa	NEU
username username username Visto lo visto ... Podemos ir asumiendo cancelación de línea.	N
username Una de las mejores aerolineas del mundo! 90🎉	P
Con username	P
Así fue el accidente del vuelo 5022 de Spanair	N
¡Que exageración! Lo más arriesgado de Ryanair es intentar embarcar sin haber comprobado el tamaño de la maleta 😜  url	NEU
username username Cancelasteis mis vuelos y llevo mas de 4 meses para recibir mi dinero. En Ryanair no me muestran el...  url	N
username RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEMOS y COMPARTAM...  url	N
😂😂😂 qué paveros los de username! siempreMejorando dicen	N
Los pilotos de Ryanair desconvocan la huelga tras ver reconocidos sus sindicatos by El País via Últimas noticias...  url	P
Para volver de Marruecos regresaré en una alfombra voladora. Todo mejor que username	N
username Si Ryanair cobra por esto y al final el total vale lo mismo q Iberia	NEU
Con username	NEU
IAG	NEU
Ryanair y su nuevo juego de las sillas es agotador.	N
username username La.mejor compañia Iberia servicio y experiencias	P
username entre lo estrechos que habéis dejado los sitios y los azafatos que no te dejan poner el abrigo en el compar...  url	N
Tres niños pequeños gritando y llorando no van a poder conmigo. Enjoyingtheflight sunset &amp; gintonic courtesy of...  url	P
En la T4 de Madrid ya hay más cola en el Fast Track que en la seguridad normal. De 4 filas solo abiertas 2 username	N
Ryanair es la peor aerolinea de Europa	N
username De a poco username van entregando nuestras rutas aéreas a Iberia	NEU
username ayer me abrieron la maleta y me robaron 250€ en el vuelo IB3707 Napoles-Madrid tras obligarme a facturar. Habrá alguna cámara?	NEU
username ¿es posible cambiar la fecha de mi billete a través de su página web?	NEU
Llega el primer duelodemarcas de MarketingDirecto: Ryanair vs. easyJet - Nuevo año	NEU
Eso sí es descuento no como aquí que le ven la cara de pendejo al pueblo le suben el doble a todo y dicen q le baja...  url	N
Desde uno de mis lugares más frecuentes	P
Iberia inaugura un nuevo espacio Premium para sentirte como una reina o un rey   url	P
Iberia abre una convocatoria para incorporar técnicos de mantenimiento  url  url	NEU
Es una vergüenza q cobreis las llamadas a precio d oro a quien intenta encontrar la maleta q vosotros habeis perdido. username 👎	N
username La verdad es que como usuario desespera. Pasa constantemente en los handlings fuera de España. Ya lo he not...  url	N
username imagino que debe ser por los Avios acumulados	P
En 2018	NEU
Los vuelos de iberia los hace level ?? revolución !! username  url	N
Que deli dejar de viajar en ryanair teamoturkish	N
Así fue el accidente del vuelo 5022 de Spanair	N
Muerte a Ryanair y su puta mierda de servicio. Una y no más. Que traten como ganado enfermo a sus putas madres.	N
La nueva política de equipajes de Ryanair entrará en vigor el próximo mes  url  url	NEU
Y es que no nos sorprende... Os contamos la caída en picado de Iberia en username  url 👎👎👎  url	N
username username username Yo tuve una experiencia pésima con username en julio	N
Yo no había nacido siquiera	N
El tráfico de Ryanair aumenta un 3% en diciembre hasta los 9	N
pasajero de Ryanair intenta bajar por el ala del avión cansado de esperar el aterrizaje Video  url vía username	N
username username Vamos a atacar a Vueling dónde más le duele; a la cartera. Animo a todo el mundo a pasarse a su...  url	P
username El problema es que no es algo que ocurre de forma esporádica sino más a menudo de lo que creéis. Creo que e...  url	N
username Alicante 👍🏼👍🏼👍🏼	P
username El costo que ponía al seleccionar los asientos era gratis. El costo final cero euros. Sólo al finalizar salía el precio. (1/)	N
username Enviado	N
username pero el gobierno fue muy rapido en entregarle las rutas a la low cost de iberia	NEU
Tourisme: Aérien: Iberia inaugure le lounge Velázquez &gt; Iberia--  url tourisme  url	P
✈️El personal de tierra de Iberia ha convocado 4 días de huelga antes de Nochebuena(21	N
Si pagas mil euros por el vuelo	N
ahora Ryanair seis horas de retraso para el vuelo de sevilla a barcelona Lamentable username	N
username coja usted mismo su maleta	N
username username username pero no le hagais caso.. este es gilipollas es muy conocido en coruña como jetas o by...  url	NEU
username username Hijos de puta! Permitido por ley. Otra vez	N
Con el paso de los días podemos decir que las malas decisiones de Ana Bull Iberia se fue a la tercera ojala ahora s...  url	N
username username finales de Diciembre y los vuelos de la ruta Londres-Asturias siguen sin estar disponibles. S...  url	N
username me puede ayudar a obligar a username username que me dé respuesta porque no me regresan mi equipaje q...  url	N
Línea Directa	P
Torno a Milano con username  url	P
Motivadora espera para el cambio de avión username  url	NEU
Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡...  url	NEU
Pilotos de Ryanair en Irlanda	N
username username A mi me hacen una cosa de esas y lo siguiente que saben de mi es una denuncia y una indemniza...  url	N
username username username Con un poco más	N
Ryanair busca profesionales para su centro de innovación digital en Madrid	P
username Si vuelo de username. No nos dijeron nada. Una hoja de papel con teléfonos y a buscarte la vida has...  url	N
Señores de username	NEU
username Y la capacidad que tienen de manipulación del lenguaje es digno de una tesis doctoral	NEU
username Hice más de 20 vuelos con username y siempre 10 ptos pero ahora con las cancelaciones tengo miedo de s...  url	NEU
Voy a Cracovia con Ryanair es la primera vez que viajo en avión en invierno y tiene que ser con ryanair a ver si se...  url	N
¿Se puede reclamar por la huelga de personal de Iberia y Ryanair de estas Navidades?  url	NEU
No me creo que solo esten todos los aviones de Iberia con retraso! 🤦🏽‍♀🤦🏽‍♀🤦🏽‍♀	N
username username Contacta con elreclamador a mi me fue bien. Si quieres te paso mails por privado.	N
username username A tu regreso espero el material para la pagina de Felipe. La mitad del pago de bussines es mio. Q...  url	N
username Tengo errores al hacer check-in cuando me piden meter mis dos apellidos.Vuelo Gatwick-Madrid.A que numero tengo q llamar?gracias	NEU
Así fue el accidente del vuelo 5022 de Spanair	NEU
[VÍDEO] Cansado de esperar	NEU
username Iberia	N
Tweet enviado desde aquí gracias a username  url	P
Debe ser el único empleado de Ryanair que no odia la vida ❤️	N
Iberia Express lanza una promoción de 5.000 billetes a 5 euros  url	P
quedevuelvanlapastadelvuelo o k Hu irán cogido a Ryanair k es más barato.  url	NEU
Así fue el accidente del vuelo 5022 de Spanair	N
username Sois nefastos username. Me habéis puesto en asiento diferente al de mi acompañante en un vuelo de 8 horas para mañana.	N
username  saben la cantidad de valijas que pierde username a diario y no devuelve?	N
username Pero eso me conlleva ir antes al aeropuerto	N
Y aquí estoy otra vez	NEU
Level	N
username Mi dos hermanos se intoxicaron con la comida del vuelo de username. Al avisar a la tripulación nos dijeron q...  url	N
username username username  muchas gracias	NEU
Llevo un mes haciendo ejercicio. 	NEU
Estoy a 2 de comprar vuelos en ryanair por sus ofertas a medio europa en menos de 15 euros	NEU
username username Felicitaciones por los 90 años	N
En Ryanair y Transavia estan que lo tiran.	P
username Pues os lo podéis imaginar. Cuando se venden más billetes que plazas hay	N
username la página web de Iberia es una agencia? Compré en ella un vuelo operado por vueling. Anularon el regreso estando en destino.	NEU
username username username username username Iberia es una compañía muy económica pero pésima	N
username Porqué no le contactáis vosotros para poder responder a todos vuestros usuarios en el futuro?	NEU
Ahora entiendo menos. Es el 11810 un teléfono de Iberia o no lo es? Sabe Iberia que ellos se presentan como tal? Lo...  url	N
volar con ryanair es como pasear por las ramblas de barcelona	N
username Plaza de Espana in Seville	NEU
username Bamos iberia  hoi se gana si o si	P
Ryanair lanza vuelos a cinco euros por el Black Friday  url	NEU
Con username	NEU
Japón Directo	NEU
username estoy intentando localizar una maleta que me fue retirada en en el aeropuerto de MUC el pasado 12/12. A dnd/quién me dirijo???	N
Iberia me sigue puteando con el equipaje. Tengo unas ganas brutales de seguir volando con ellos NO	N
username Pues el embarque ha durado 40 minutos	N
username Lastima que alzaron sus alas de Venezuela... Felicidades en sus 90 años	P
Ryanair busca convertirse en el “Amazon de los viajes” desde sus oficinas en Madrid  url  url	NEU
username Llevo 15 minutos intentando hacer una consulta telefónica para mi reserva y no me contestan. Pueden ayudarme	N
Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡...  url	NEU
Corrí todo Barajas para agarrar la conexión después de que Iberia nos cancelara el primer vuelo	N
Iberia operará con Airbus A319 todos los vuelos Madrid-Santander-Madrid salvo el primero y el último del día que se...  url	NEU
Alguien que haya viajado por Iberia y que haya estado en el aeropuerto de Barajas	NEU
VIDEO: Reconstruyen el trágico accidente de Spanair ocurrido en Madrid en 2008  url  url	NEU
username Sin ninguna duda 😉	N
Vuelo a Alguer con Ryanair  url italia  url	NEU
username Es escandaloso...	N
username sigue en pié la huelga para el jueves en el aeropuerto del prat? Van salir los vuelos para madrid? Gracias!!	NEU
username Hola! Necesito hacer un par de consultas sobre mi reserva.	NEU
¡Despega username en username!	P
username username username y demás lineasAereas: para cuando las bicis plegables	NEU
Ej: Me pedían alemás para trabajar como biólogo en unas salinas. En Ryanair	NEU
username Sí. En una conversación que tuve con vosotros en MD el 21 de diciembre me lo recomendasteis. La pena es que...  url	N
Gobierno de nicaragua da a conocer vuelos de Iberia y la promoción de nuestro país. A través de una estrategia se h...  url	NEU
username Pues el año pasado debí coger unos 30 vuelos de Ryanair sin exagerar y nunca hicieron eso.	N
username username username username Sí y también en iberia conecta	N
CCOO consigue que España sea el primer país europeo en el que Ryanair comience las negociaciones de un convenio...  url	NEU
Irlanda | Pilotos de aerolínea Ryanair iniciaron huelga por mejores remuneraciones salariales...  url	N
username Hace 9 años volé a Madrid por Iberia. El avión salió el 31/12 a las 23.50. En el cielo eran las 12 y todo...  url	NEU
Tenía que ser de Ryanair. Luego seguro que el pasajero 5 millones ha ido a reclamar que le cobraron el checking y q...  url	N
username username El margen que marca los 5€ no está muy bién colocado que digamos... y teniendo en cuenta que los pr...  url	N
Nosecuantos vuelos seguidos con username y ningún problema. El primero en meses con username y la estáis liando. Sois un puto desastre.	N
Iberia Express lanza una promoción de 5.000 billetes a 5 euros  url	N
Con username	P
username No	N
'Aerolínea Sonora' el podcast que resulta de la unión de username + username para celebrar las 9 décadas de l...  url	P
Reclamar vuelo por la huelga de personal de tierra de Ryanair 30 de diciembre  url  url	N
Cada vez más asientos y más gente en los vuelos de username Las rodillas contra el asiento de delante sardinasenlata	N
Detenido en Málaga por bajarse de un avión de Ryanair por el ala  url	NEU
username username Siguen sin darte solución!! Que verguenza	N
Un pasajero sale por una de las alas de un avión de Ryanair tras aterrizar en Málaga  url	N
username username No quiero ni imaginar cómo estarán los pasajeros que volaron el mismo día que hicieron escal...  url	N
Guías de destinos para visitar con niños | Me gusta volar  url familiaabordo	NEU
username username username Un muy buen destino	P
Nunk he viajado en Iberia	NEU
Ryanair se ofrece a reunirse con los pilotos irlandeses antes de la huelga -  url	NEU
username He leído ryanair	NEU
username buenas tardes! He realizado una pre-reserva	N
Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡...  url	N
Con username	NEU
Que hostia Norwegian salia mas barato que iberia  url	P
Iberia pone en la mira a los enormes márgenes de Amadeus - REPORTUR  url GDS Reservas	NEU
username username username username Estupendo! Enhorabuena! Ahora vais y no me perdéis las maletas e...  url	N
PUERTO RICO ESPAÑA – Iberia aumentará a cinco los vuelos semanales Madrid-San Juan el año próximo  url	NEU
username origen del vuelo Turín en avión de Iberia Airnostrum para su conocimiento  url	NEU
username  url ahí salen los dibujos y una explicación	N
Podéis contestarme? Tenéis md muy urgente username	P
Con username	P
username quieren que les indique donde estan los depositos de valijas extraviadas por ustedes en Barajas? Por ahi ustedes no lo saben	N
Ryanair chorros HDP!!! 50€ por una maleta que es de mano!! Lo q pague los 3 tickets  en una maleta!!! 😡😡	N
username username Tengo mas puntos de iberia que un piloto	NEU
Punto para username y el vuelo 0478 de hoy a Oviedo. Dos angeles en la cabina. Pilotos frescos	P
username como se pone una reclamación porque por retraso de vuelo pierdes las siguientes conexiones y un día de trab...  url	N
username Lo mismo con los vuelos internos o tren	NEU
Así fue el accidente del vuelo 5022 de Spanair	N
username correcto. Era como si no hiciera nada. Probaré de nuevo. Gracias!	NEU
username La realidad demuestra totalmente lo contrario. Viví la peor experiencia de mi vida en HURACÁN IRMA gracias a Iberia	N
Vinos españoles en los vuelos y salas VIP de Iberia  url	P
Iberia y Air Europa lanzan sus rebajas con vuelos a Europa desde 29 euros  url vía username	P
¿Por qué en los aviones de username siempre hace tanto calor?	N
username username username username username username username username username username...  url	N
Me ha gustado un vídeo de username ( url - Ryanair passenger jumps out emergency exit in Malaga (Boeing 737)).	N
username username un vuelo de las 10.50 pasa a las 11.45. La razón es: ha salido tarde del otro aeropuerto. Gran explicación. Bravo	NEU
username Ahora sí me sale	P
username estimad@ latam nos derivó a ustedes porque ellos no son los responsables de la venta.. entonces quien se ha...  url	N
username  Hola	N
username username En su letra pequeña ya indica que por motivos de huelga no se ven obligados a compensar al clie...  url	N
Un nuevo aviso de la tripulación informa de que ahora la pista no está en condiciones. Hay cabreo entre los pasaj...  url	N
Iberia lanza su primera campaña del año con vuelos nacionales desde 25 euros y a EEUU desde 200 euros. ¿Repercutirá...  url	NEU
Con username	P
username Ahora vuelan menos que hace cinco años. Información errónea. El vuelo de Iberia era durante todo el añ...  url	NEU
Lufthansa recupera su liderazgo europeo en tráfico que le quitó Ryanair vía username  url	NEU
username Yo también lo espero. Pero después de 7 dias	N
username Eso hicimos! Vamos por british y volvemos por iberia. Emoción 💪	NEU
username Gracias! Aunque me ha pasado en Iberia	P
Los principales accionistas de username son Ryanair y WizzAir.	N
Por qué username permite que username no tenga teléfono de atención gratuito? Indefensión cliente!!! Negocio redondo!!! iberia vueling	N
username Por qué no pagáis las indemnizaciones por cancelaciones? Aviación Civil Británica me da la razón	N
Con username	NEU
Flipando con las ofertas de username.	P
username necesito entregar una noticia urgente a pasajero que está volando. Cómo puedo hacerlo?	NEU
Y así fue el primer vuelo de username hace 90 sños! 😍  url	NEU
Mi agradecimiento a las tripulaciones de IB3176/31OCT e IB3177/02NOV por el magnífico trato dispensado a bordo. username	P
Como te odio username siempre tan nefasto	N
Hola username como puedo pasar los avios de mi cuenta vueling Club a mi cuenta de username? Llevo un rato intentándo...  url	N
Imu Ryanair	N
username Ni desde aquí ni desde ningún sitio	N
Desconvocada la huelga de fin de año de Ryanair en España	NEU
No hay manera de aclararse sobre un retraso entre la app de username	N
En mitad de un vuelo... el comandante de Ryanair comunica que el aeropuerto de destino ha sido cancelado x una hue...  url	P
Cómo conseguir los asientos de pago de forma gratuita en Ryanair  url Noticias	NEU
username username username username username username username username username...  url	NEU
Norwegian desafía a Iberia: lanza vuelos de Madrid a EEUU y prepara ya el asalto a Latinoamérica...  url	NEU
No os quiero parecer alguien admirable y respetable	NEU
Las mejores ofertas de empleo IT de España: Endesa	N
Hola username como os puedo poner una reclamación?	NEU
username Sevilla! Plaza España	P
Ryanair vende billetes a cinco euros hasta el jueves  url	N
Después de 30 años	NEU
username username username username username username username username Buenos dias 👍😃 great pic 👏	P
username username Sobre problemas con Iberia te podría contar largo y tendido el cellista username 	N
username tiene intención de seguir ampliando destinos en 2018	NEU
Hola username! El otro día no pude volar a BHX desde MAD. ¿Puedo solicitar el reembolso de tasas? ¡Muchas gracias	NEU
username Cómo se puede pagar una reserva de vuelo con Avios? Gracias	NEU
username Atrévete a disfrutar del viaje de tu vida con Ryanair.	N
Iberia agrega frecuencias entre Buenos Aires y Madrid  url  url	P
Aviva espabolsa 13.66% 🇪🇸  url	N
username Querido username y al final username va a tener un menú vegetariano o tendrá que comer galletitas en su...  url	N
username Lamentable la atención de las azafatas en username pedir un vaso de agua y te lo entregan de m...  url	N
Volando username  vente con maleta grande	N
username username la semana pasada y sigo sin respuesta!	N
Ryanair poniendo villancicos en el avión	P
Los de username igual  url	N
Scam bancario a la aerolínea Ryanair: roban millones de euros de su cuentaNoticias ZMA:	N
username Buenas noches. ¿Puede confirmarme que mi reserva ha sido cancelada automáticamente?	NEU
username Me imagino en México con maletas pérdidas y y el personal que no da información	N
Un hombre desespera y escapa de un avión de Ryanair por la puerta de emergencia  url  url	N
IAG	NEU
Cada vez que dicen Ryanair por megafonía lo pronuncian distinto.	NEU
Ryanair ofrece 100.000 billetes desde 10 euros  url vía username	P
Por favor username username 	NEU
username Fuertaventura TravelThursday	NEU
username no tenéis vergüenza ni la conocéis! Me cambiáis el vuelo y a parte de joderme un viaje para recuperar mi di...  url	N
username Si los estoy mirando directamente en la web de Iberia y seria para viajar del 14 al 22 de agosto Tenerife Barcelona	P
username Hola! Biscamos un libro olvidado en el vuelo IB6830 el 16/11 (santiago - madrid). Llamé al 0034/913054598 p...  url	NEU
username username username username Confiemos en username o en otra aerolínea para que vuelva tarde o temprano	NEU
username acabo de sacar unos billetes desde el móvil y mira lo que sale. No me dicen mi cod. reserva y x email tampo...  url	N
username Hisjos de putas la Bici del colombiano	N
Iberia recibe un nuevo avión A330-200 y lo bautiza como “Santo Domingo”  url  url	NEU
Reclamaciones sobre el servicio - Iberia  url	N
Me gusto la publicidad de Iberia.	P
Opinión sobre Iberia?? — Relindos   url	N
Ib6409 a Mexico 29 Nov. la limpieza del avión deja bastante que desear. Hasta los lavabos están raidos. Una pena.. username businessclass	N
Con username	NEU
Madre mía con Iberia  url	N
username Perfecto. Muchas gracias	NEU
Así fue el accidente del vuelo 5022 de Spanair	N
Ryanair reconocerá a los sindicatos de pilotos para evitar huelgas  url NoTextAndDrive  url	NEU
username username En Ryanair no existe tripulación. Por lo menos en la cabina de pasajeros. Lo único que hay son camareros	N
username Este avion tiene 12 años de antiguedad y entregado en el 2005 a Ryanair	NEU
La huelga de pilotos de Ryanair en Irlanda amenaza con extenderse a más países  url	N
La nueva política de equipajes de Ryanair 	NEU
username Dos meses de incidencia es inadmisible. Llegado ese punto una empresa deberia gestionar el tema manualmente...  url	N
username username Rafa es tan rata que puedes saber a qué destinos vuela Ryanair	NEU
Los chicos de username	NEU
Tengo un puto cupón de 80€ de Ryanair válido hasta finales de este mes. No sé en qué gastármelo	NEU
username con ryanair al infinito y más alla	NEU
username Bastante decepcionante la respuesta... Seguimos siendo números en lugar de personas... Una lástima... No m...  url	N
RT LasMansiones: El fundador de ryanair rebaja el precio de su mansión 35 millones de dólares  url	NEU
Todos: Cuidado con Ryanair	NEU
vuelosUIO Iberia 6453 a tiempo. Hora estimada de llegada 17:30. Confirme con la aerolínea. Telf: 2818085.	NEU
Thomas Cook	NEU
Con username	NEU
IAG compra Niki por 20 millones y refuerza la posición de Iberia y Vueling en Palma  url por username	N
Propongo que se mantenga al rey pero que se le pague el salario minimo	N
